year,term,value,source,corpus,smoothing,case_sensitive
1964,artificially,0.000002601974699700804,Google Books Ngram Viewer,en,0,false
1965,artificially,0.0000025655989759343356,Google Books Ngram Viewer,en,0,false
1966,artificially,0.0000024448122104558934,Google Books Ngram Viewer,en,0,false
1967,artificially,0.0000023244602402883174,Google Books Ngram Viewer,en,0,false
1968,artificially,0.0000024213157274743935,Google Books Ngram Viewer,en,0,false
1969,artificially,0.0000024597034880002866,Google Books Ngram Viewer,en,0,false
1970,artificially,0.000002467778287496003,Google Books Ngram Viewer,en,0,false
1971,artificially,0.0000024535265126246486,Google Books Ngram Viewer,en,0,false
1972,artificially,0.0000025737615061416363,Google Books Ngram Viewer,en,0,false
1973,artificially,0.0000027222625220701957,Google Books Ngram Viewer,en,0,false
1974,artificially,0.0000026448853631677594,Google Books Ngram Viewer,en,0,false
1975,artificially,0.000002698598478900749,Google Books Ngram Viewer,en,0,false
1976,artificially,0.0000025677782247157666,Google Books Ngram Viewer,en,0,false
1977,artificially,0.0000027279512337941014,Google Books Ngram Viewer,en,0,false
1978,artificially,0.000002568402578617679,Google Books Ngram Viewer,en,0,false
1979,artificially,0.0000025478134695333665,Google Books Ngram Viewer,en,0,false
1980,artificially,0.0000026623859135099792,Google Books Ngram Viewer,en,0,false
1981,artificially,0.0000026006010926948875,Google Books Ngram Viewer,en,0,false
1982,artificially,0.0000025229551319227994,Google Books Ngram Viewer,en,0,false
1983,artificially,0.0000025116183408613324,Google Books Ngram Viewer,en,0,false
1984,artificially,0.000002449708176754939,Google Books Ngram Viewer,en,0,false
1985,artificially,0.0000024706082673020546,Google Books Ngram Viewer,en,0,false
1986,artificially,0.000002423751933378071,Google Books Ngram Viewer,en,0,false
1987,artificially,0.0000025323719938796785,Google Books Ngram Viewer,en,0,false
1988,artificially,0.000002456847493448322,Google Books Ngram Viewer,en,0,false
1989,artificially,0.0000024232837816384745,Google Books Ngram Viewer,en,0,false
1990,artificially,0.0000024883492475424873,Google Books Ngram Viewer,en,0,false
1991,artificially,0.00000239937545565283,Google Books Ngram Viewer,en,0,false
1992,artificially,0.0000024520148684814558,Google Books Ngram Viewer,en,0,false
1993,artificially,0.000002324791624985778,Google Books Ngram Viewer,en,0,false
1994,artificially,0.000002278997360605217,Google Books Ngram Viewer,en,0,false
1995,artificially,0.0000022565619257619574,Google Books Ngram Viewer,en,0,false
1996,artificially,0.0000022620621171753896,Google Books Ngram Viewer,en,0,false
1997,artificially,0.0000021305042432473442,Google Books Ngram Viewer,en,0,false
1998,artificially,0.0000021054450414226267,Google Books Ngram Viewer,en,0,false
1999,artificially,0.0000021111193753142743,Google Books Ngram Viewer,en,0,false
2000,artificially,0.0000020954455237642833,Google Books Ngram Viewer,en,0,false
2001,artificially,0.000002015405286215355,Google Books Ngram Viewer,en,0,false
2002,artificially,0.000002032719112143866,Google Books Ngram Viewer,en,0,false
2003,artificially,0.000002130410688749862,Google Books Ngram Viewer,en,0,false
2004,artificially,0.0000021089249306882607,Google Books Ngram Viewer,en,0,false
2005,artificially,0.000002134064690295645,Google Books Ngram Viewer,en,0,false
2006,artificially,0.000002132818032407613,Google Books Ngram Viewer,en,0,false
2007,artificially,0.0000021334951565421534,Google Books Ngram Viewer,en,0,false
2008,artificially,0.000002159186406114344,Google Books Ngram Viewer,en,0,false
2009,artificially,0.000002165864858127975,Google Books Ngram Viewer,en,0,false
2010,artificially,0.000002064162671899794,Google Books Ngram Viewer,en,0,false
2011,artificially,0.000002053092503118137,Google Books Ngram Viewer,en,0,false
2012,artificially,0.000002364822396572208,Google Books Ngram Viewer,en,0,false
2013,artificially,0.0000023679731757653144,Google Books Ngram Viewer,en,0,false
2014,artificially,0.0000019354865425924572,Google Books Ngram Viewer,en,0,false
2015,artificially,0.00000195455936902178,Google Books Ngram Viewer,en,0,false
2016,artificially,0.0000020816956545210985,Google Books Ngram Viewer,en,0,false
2017,artificially,0.000001976776657475199,Google Books Ngram Viewer,en,0,false
2018,artificially,0.00000214063401049458,Google Books Ngram Viewer,en,0,false
2019,artificially,0.0000020489062548811887,Google Books Ngram Viewer,en,0,false
1800,artifice,0.000006597693423593398,Google Books Ngram Viewer,en,0,false
1801,artifice,0.000006357415305746628,Google Books Ngram Viewer,en,0,false
1802,artifice,0.000005897440264135412,Google Books Ngram Viewer,en,0,false
1803,artifice,0.000004931251627482425,Google Books Ngram Viewer,en,0,false
1804,artifice,0.000005401889288769723,Google Books Ngram Viewer,en,0,false
1805,artifice,0.000006542189923131048,Google Books Ngram Viewer,en,0,false
1806,artifice,0.000006890097710154919,Google Books Ngram Viewer,en,0,false
1807,artifice,0.000006271945267144474,Google Books Ngram Viewer,en,0,false
1808,artifice,0.000005620939627526411,Google Books Ngram Viewer,en,0,false
1809,artifice,0.000006712930494146008,Google Books Ngram Viewer,en,0,false
1810,artifice,0.000006152581698337656,Google Books Ngram Viewer,en,0,false
1811,artifice,0.0000068046295762513864,Google Books Ngram Viewer,en,0,false
1812,artifice,0.000005818613871610978,Google Books Ngram Viewer,en,0,false
1813,artifice,0.000006177130109641382,Google Books Ngram Viewer,en,0,false
1814,artifice,0.000005013936011266651,Google Books Ngram Viewer,en,0,false
1815,artifice,0.000005651044998167265,Google Books Ngram Viewer,en,0,false
1816,artifice,0.000005416724292217623,Google Books Ngram Viewer,en,0,false
1817,artifice,0.000005803277330684864,Google Books Ngram Viewer,en,0,false
1818,artifice,0.000005972837074708082,Google Books Ngram Viewer,en,0,false
1819,artifice,0.000004552534495827487,Google Books Ngram Viewer,en,0,false
1820,artifice,0.000005030785933612947,Google Books Ngram Viewer,en,0,false
1821,artifice,0.000004524400619487778,Google Books Ngram Viewer,en,0,false
1822,artifice,0.000005978792341210237,Google Books Ngram Viewer,en,0,false
1823,artifice,0.000005989276507634145,Google Books Ngram Viewer,en,0,false
1824,artifice,0.000005240302584752499,Google Books Ngram Viewer,en,0,false
1825,artifice,0.000005337023621265757,Google Books Ngram Viewer,en,0,false
1826,artifice,0.00000502935895063672,Google Books Ngram Viewer,en,0,false
1827,artifice,0.00000475131220945002,Google Books Ngram Viewer,en,0,false
1828,artifice,0.0000049891723126194165,Google Books Ngram Viewer,en,0,false
1829,artifice,0.0000037773733581047964,Google Books Ngram Viewer,en,0,false
1830,artifice,0.000004888690497750758,Google Books Ngram Viewer,en,0,false
1831,artifice,0.000004115506108348654,Google Books Ngram Viewer,en,0,false
1832,artifice,0.0000040352528678511135,Google Books Ngram Viewer,en,0,false
1833,artifice,0.000003494101780354697,Google Books Ngram Viewer,en,0,false
1834,artifice,0.000003791573978340068,Google Books Ngram Viewer,en,0,false
1835,artifice,0.0000036216992480575527,Google Books Ngram Viewer,en,0,false
1836,artifice,0.0000036752172682952278,Google Books Ngram Viewer,en,0,false
1837,artifice,0.000003298480998559228,Google Books Ngram Viewer,en,0,false
1838,artifice,0.00000303570631787764,Google Books Ngram Viewer,en,0,false
1839,artifice,0.0000035388930061941437,Google Books Ngram Viewer,en,0,false
1840,artifice,0.0000034012366709745834,Google Books Ngram Viewer,en,0,false
1841,artifice,0.000003159879172542901,Google Books Ngram Viewer,en,0,false
1842,artifice,0.0000030396245458419457,Google Books Ngram Viewer,en,0,false
1843,artifice,0.0000029610861869144856,Google Books Ngram Viewer,en,0,false
1844,artifice,0.0000029714627132193527,Google Books Ngram Viewer,en,0,false
1845,artifice,0.0000029423085159407947,Google Books Ngram Viewer,en,0,false
1846,artifice,0.0000027118362222466885,Google Books Ngram Viewer,en,0,false
1847,artifice,0.0000024228045463203784,Google Books Ngram Viewer,en,0,false
1848,artifice,0.000002605732393412552,Google Books Ngram Viewer,en,0,false
1849,artifice,0.000002436615609724413,Google Books Ngram Viewer,en,0,false
1850,artifice,0.0000026259225922586893,Google Books Ngram Viewer,en,0,false
1851,artifice,0.000002615195255906144,Google Books Ngram Viewer,en,0,false
1852,artifice,0.0000025808755634848524,Google Books Ngram Viewer,en,0,false
1853,artifice,0.0000022511886701437334,Google Books Ngram Viewer,en,0,false
1854,artifice,0.0000027267244542272806,Google Books Ngram Viewer,en,0,false
1855,artifice,0.000002210404561164836,Google Books Ngram Viewer,en,0,false
1856,artifice,0.0000021147126685328033,Google Books Ngram Viewer,en,0,false
1857,artifice,0.000001966966147293192,Google Books Ngram Viewer,en,0,false
1858,artifice,0.0000017343143650094817,Google Books Ngram Viewer,en,0,false
1859,artifice,0.0000021953166076116304,Google Books Ngram Viewer,en,0,false
1860,artifice,0.0000016850251256528281,Google Books Ngram Viewer,en,0,false
1861,artifice,0.0000016359875614213593,Google Books Ngram Viewer,en,0,false
1862,artifice,0.000001531442783253567,Google Books Ngram Viewer,en,0,false
1863,artifice,0.0000015644650082080602,Google Books Ngram Viewer,en,0,false
1864,artifice,0.000001737160728154663,Google Books Ngram Viewer,en,0,false
1865,artifice,0.0000013806654228787352,Google Books Ngram Viewer,en,0,false
1866,artifice,0.0000013375166028062324,Google Books Ngram Viewer,en,0,false
1867,artifice,0.0000013734615196270283,Google Books Ngram Viewer,en,0,false
1868,artifice,0.000001250234297867081,Google Books Ngram Viewer,en,0,false
1869,artifice,0.0000013330070678385653,Google Books Ngram Viewer,en,0,false
1870,artifice,0.000001192147243145314,Google Books Ngram Viewer,en,0,false
1871,artifice,0.0000013027977616708597,Google Books Ngram Viewer,en,0,false
1872,artifice,0.0000012934129109964942,Google Books Ngram Viewer,en,0,false
1873,artifice,0.0000013387778290407937,Google Books Ngram Viewer,en,0,false
1874,artifice,0.000001118650378106878,Google Books Ngram Viewer,en,0,false
1875,artifice,0.000001206177967283395,Google Books Ngram Viewer,en,0,false
1876,artifice,0.0000012340463153570624,Google Books Ngram Viewer,en,0,false
1877,artifice,0.0000011686171437208515,Google Books Ngram Viewer,en,0,false
1878,artifice,9.953059403322584e-7,Google Books Ngram Viewer,en,0,false
1879,artifice,0.0000010959385572384406,Google Books Ngram Viewer,en,0,false
1880,artifice,0.0000011434610907024023,Google Books Ngram Viewer,en,0,false
1881,artifice,9.842918378133447e-7,Google Books Ngram Viewer,en,0,false
1882,artifice,0.0000010708128068692702,Google Books Ngram Viewer,en,0,false
1883,artifice,0.0000011028873019292007,Google Books Ngram Viewer,en,0,false
1884,artifice,0.0000010702454140698592,Google Books Ngram Viewer,en,0,false
1885,artifice,9.478761198167263e-7,Google Books Ngram Viewer,en,0,false
1886,artifice,9.148231738809187e-7,Google Books Ngram Viewer,en,0,false
1887,artifice,8.943140548112183e-7,Google Books Ngram Viewer,en,0,false
1888,artifice,9.373717047012065e-7,Google Books Ngram Viewer,en,0,false
1889,artifice,8.710151995217075e-7,Google Books Ngram Viewer,en,0,false
1890,artifice,9.047195161926425e-7,Google Books Ngram Viewer,en,0,false
1891,artifice,7.903244236828755e-7,Google Books Ngram Viewer,en,0,false
1892,artifice,8.811580007872521e-7,Google Books Ngram Viewer,en,0,false
1893,artifice,7.970837043735912e-7,Google Books Ngram Viewer,en,0,false
1894,artifice,8.893554799271897e-7,Google Books Ngram Viewer,en,0,false
1895,artifice,8.551411831980715e-7,Google Books Ngram Viewer,en,0,false
1896,artifice,8.282069634546474e-7,Google Books Ngram Viewer,en,0,false
1897,artifice,8.266879518714632e-7,Google Books Ngram Viewer,en,0,false
1898,artifice,7.60512474329289e-7,Google Books Ngram Viewer,en,0,false
1899,artifice,8.792758325881778e-7,Google Books Ngram Viewer,en,0,false
1900,artifice,7.620410487074736e-7,Google Books Ngram Viewer,en,0,false
1901,artifice,6.808352321918676e-7,Google Books Ngram Viewer,en,0,false
1902,artifice,6.410749593399601e-7,Google Books Ngram Viewer,en,0,false
1903,artifice,6.179963230046326e-7,Google Books Ngram Viewer,en,0,false
1904,artifice,6.88837462181624e-7,Google Books Ngram Viewer,en,0,false
1905,artifice,5.984867581521058e-7,Google Books Ngram Viewer,en,0,false
1906,artifice,6.027648731254942e-7,Google Books Ngram Viewer,en,0,false
1907,artifice,5.544233436793888e-7,Google Books Ngram Viewer,en,0,false
1908,artifice,5.125292088514755e-7,Google Books Ngram Viewer,en,0,false
1909,artifice,5.148641730734482e-7,Google Books Ngram Viewer,en,0,false
1910,artifice,6.381578538938726e-7,Google Books Ngram Viewer,en,0,false
1911,artifice,5.711897144156097e-7,Google Books Ngram Viewer,en,0,false
1912,artifice,5.319347924359619e-7,Google Books Ngram Viewer,en,0,false
1913,artifice,4.274564933126612e-7,Google Books Ngram Viewer,en,0,false
1914,artifice,5.105697167273604e-7,Google Books Ngram Viewer,en,0,false
1915,artifice,4.2476209749509053e-7,Google Books Ngram Viewer,en,0,false
1916,artifice,4.040155703322057e-7,Google Books Ngram Viewer,en,0,false
1917,artifice,4.0112792420998744e-7,Google Books Ngram Viewer,en,0,false
1918,artifice,3.499187973821094e-7,Google Books Ngram Viewer,en,0,false
1919,artifice,3.7050115242465154e-7,Google Books Ngram Viewer,en,0,false
1920,artifice,4.048669186573761e-7,Google Books Ngram Viewer,en,0,false
1921,artifice,3.954031360109411e-7,Google Books Ngram Viewer,en,0,false
1922,artifice,4.447713886079896e-7,Google Books Ngram Viewer,en,0,false
1923,artifice,4.1887563151377094e-7,Google Books Ngram Viewer,en,0,false
1924,artifice,4.585889671337995e-7,Google Books Ngram Viewer,en,0,false
1925,artifice,4.837449925076953e-7,Google Books Ngram Viewer,en,0,false
1926,artifice,5.024039841927674e-7,Google Books Ngram Viewer,en,0,false
1927,artifice,5.005340322217222e-7,Google Books Ngram Viewer,en,0,false
1928,artifice,4.358181062702471e-7,Google Books Ngram Viewer,en,0,false
1929,artifice,4.058270723916735e-7,Google Books Ngram Viewer,en,0,false
1930,artifice,3.957081073924229e-7,Google Books Ngram Viewer,en,0,false
1931,artifice,4.087624172477433e-7,Google Books Ngram Viewer,en,0,false
1932,artifice,4.1049807952830975e-7,Google Books Ngram Viewer,en,0,false
1933,artifice,4.6076245929782544e-7,Google Books Ngram Viewer,en,0,false
1934,artifice,4.377940383548662e-7,Google Books Ngram Viewer,en,0,false
1935,artifice,4.1027802510917866e-7,Google Books Ngram Viewer,en,0,false
1936,artifice,5.593968865902355e-7,Google Books Ngram Viewer,en,0,false
1937,artifice,3.9445465072063257e-7,Google Books Ngram Viewer,en,0,false
1938,artifice,4.4156128620187474e-7,Google Books Ngram Viewer,en,0,false
1939,artifice,3.502249330544771e-7,Google Books Ngram Viewer,en,0,false
1940,artifice,4.1062459654739314e-7,Google Books Ngram Viewer,en,0,false
1941,artifice,5.579695128155038e-7,Google Books Ngram Viewer,en,0,false
1942,artifice,3.1935102140501215e-7,Google Books Ngram Viewer,en,0,false
