year,term,value,source,corpus,smoothing,case_sensitive,query_group,narrative_role
1800,genuine,0.00001985929192471758,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
1995,genuine,0.000011933341056646896,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
1996,genuine,0.000012454594866539992,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
1997,genuine,0.000012029019742954006,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
1998,genuine,0.00001262418855674241,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
1999,genuine,0.000012593674100003227,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2000,genuine,0.000012652744288743634,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2001,genuine,0.000012247909978668758,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2002,genuine,0.000012682419395559918,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2003,genuine,0.00001349964277608251,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2004,genuine,0.000012617340956921907,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2005,genuine,0.000013187851820362084,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2006,genuine,0.000013219970767863742,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2007,genuine,0.000013580935856793985,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2008,genuine,0.00001389726833167515,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2009,genuine,0.0000143536059695748,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2010,genuine,0.00001454681547841119,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2011,genuine,0.000014310607937773057,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2012,genuine,0.00001301352180860249,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2013,genuine,0.000013839777857072022,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2014,genuine,0.000015300815931595935,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2015,genuine,0.000015217671837319813,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2016,genuine,0.000015528515554308342,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2017,genuine,0.000014778315410524101,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2018,genuine,0.000014989952447308497,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
2019,genuine,0.000014913049277254231,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
1800,original,0.00009620586289260658,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1801,original,0.00010496793771030966,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1802,original,0.00009928862414199102,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1803,original,0.0000863997511260095,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1804,original,0.00008562642960896483,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1805,original,0.00010269931362927309,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1806,original,0.00009727138382298328,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1807,original,0.00010217882459073735,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1808,original,0.00010364397166995332,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1809,original,0.00009931745679914172,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1810,original,0.00009094746587834379,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1811,original,0.00009317198305325292,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1812,original,0.00009250780283309723,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1813,original,0.0000961290576169116,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1814,original,0.00009764935430212063,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1815,original,0.00009820632385526551,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1816,original,0.00009328789167284413,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1817,original,0.00011209340141249413,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1818,original,0.00010826497825999759,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1819,original,0.00011501224503263074,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1820,original,0.00010635626495059114,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1821,original,0.00010405348120912095,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1822,original,0.00011035633656319987,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1823,original,0.00010656593947588888,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1824,original,0.00011158468237226771,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1825,original,0.0001064094819867023,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1826,original,0.00009856265342023107,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1827,original,0.0001030340949910169,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1828,original,0.00010063511263069813,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1829,original,0.00010612936268217243,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1830,original,0.00011229998403905483,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
1831,original,0.0001033434907147246,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original status; very broad and sense-noisy
