year,term,value,value_per_million,query_group,semantic_domain,narrative_role,source,corpus,smoothing,case_sensitive
1982,artificial politeness,4.334274883444067e-10,0.0004334274883444067,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
1983,artificial politeness,2.078753003065259e-10,0.0002078753003065259,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
1984,artificial politeness,1.52085566362814e-10,0.000152085566362814,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
1985,artificial politeness,2.5315030627304225e-10,0.00025315030627304225,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
1986,artificial politeness,5.079003190244791e-11,0.00005079003190244791,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
1987,artificial politeness,4.0762218600498556e-10,0.00040762218600498556,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
1988,artificial politeness,1.4952669658008233e-10,0.00014952669658008233,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
1989,artificial politeness,3.766506828650762e-10,0.0003766506828650762,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
1990,artificial politeness,1.3779098695376746e-10,0.00013779098695376746,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
1991,artificial politeness,1.8526380429761957e-10,0.00018526380429761957,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
1992,artificial politeness,9.064016898152616e-11,0.00009064016898152616,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
1993,artificial politeness,9.051356886224937e-11,0.00009051356886224937,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
1994,artificial politeness,1.367908564198217e-10,0.0001367908564198217,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
1995,artificial politeness,4.5073472731971265e-10,0.00045073472731971265,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
1996,artificial politeness,2.3038779217721128e-10,0.00023038779217721128,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
1997,artificial politeness,4.678174202188412e-10,0.0004678174202188412,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
1998,artificial politeness,1.4150045718475113e-10,0.00014150045718475113,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
1999,artificial politeness,3.7368045116559223e-10,0.00037368045116559223,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2000,artificial politeness,3.58365948027739e-10,0.000358365948027739,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2001,artificial politeness,4.137173381657533e-10,0.0004137173381657533,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2002,artificial politeness,4.960453714453195e-10,0.0004960453714453195,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2003,artificial politeness,2.611229565907536e-10,0.0002611229565907536,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2004,artificial politeness,6.227479920628554e-10,0.0006227479920628554,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2005,artificial politeness,1.3938533660606822e-10,0.00013938533660606822,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2006,artificial politeness,6.890621406796527e-10,0.0006890621406796527,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2007,artificial politeness,7.201942375800741e-10,0.0007201942375800741,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2008,artificial politeness,7.624640363523838e-10,0.0007624640363523838,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2009,artificial politeness,5.522751700404172e-10,0.0005522751700404172,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2010,artificial politeness,6.474738523110091e-10,0.0006474738523110091,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2011,artificial politeness,6.348134240496961e-10,0.0006348134240496961,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2012,artificial politeness,7.884192743112806e-10,0.0007884192743112806,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2013,artificial politeness,6.329040624919458e-10,0.0006329040624919458,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2014,artificial politeness,1.017464668073842e-9,0.001017464668073842,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2015,artificial politeness,9.368853054469994e-10,0.0009368853054469994,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2016,artificial politeness,6.744463321162186e-10,0.0006744463321162186,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2017,artificial politeness,7.384352573858166e-10,0.0007384352573858166,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2018,artificial politeness,7.108484356699307e-10,0.0007108484356699307,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2019,artificial politeness,8.618846747410203e-10,0.0008618846747410203,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
2020,artificial politeness,5.639932409984283e-10,0.0005639932409984283,chart06_social_supplement,SOCIAL,performed civility / social artificiality,Google Books Ngram Viewer,en,0,false
1800,artificial courtesy,0,0,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1801,artificial courtesy,2.0393796873463543e-8,0.020393796873463543,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1802,artificial courtesy,5.330804242476006e-9,0.005330804242476006,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1803,artificial courtesy,0,0,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1804,artificial courtesy,3.894029543261013e-9,0.003894029543261013,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1805,artificial courtesy,2.5779223200572687e-9,0.0025779223200572687,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1806,artificial courtesy,2.111817831718099e-9,0.002111817831718099,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1807,artificial courtesy,1.1232071273070687e-8,0.011232071273070687,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1808,artificial courtesy,1.0464939137477813e-8,0.010464939137477813,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1809,artificial courtesy,1.9145884877502795e-9,0.0019145884877502795,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1810,artificial courtesy,3.750890709142141e-9,0.0037508907091421406,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1811,artificial courtesy,3.556754002431717e-9,0.003556754002431717,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1812,artificial courtesy,4.250363616620234e-9,0.004250363616620234,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1813,artificial courtesy,4.96065188926309e-9,0.00496065188926309,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1814,artificial courtesy,0,0,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1815,artificial courtesy,1.810143812619458e-9,0.001810143812619458,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1816,artificial courtesy,4.094857786185457e-9,0.004094857786185457,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1817,artificial courtesy,3.3168174873310363e-9,0.0033168174873310363,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1818,artificial courtesy,1.521785586433566e-9,0.001521785586433566,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1819,artificial courtesy,2.4441961787857736e-9,0.0024441961787857736,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1820,artificial courtesy,9.04922359268312e-9,0.00904922359268312,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1821,artificial courtesy,8.218254521352719e-9,0.00821825452135272,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1822,artificial courtesy,5.621957566148694e-9,0.005621957566148694,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1823,artificial courtesy,2.4186124214509164e-9,0.0024186124214509164,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1824,artificial courtesy,4.452841206870062e-9,0.004452841206870062,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1825,artificial courtesy,3.2818583406424295e-9,0.0032818583406424295,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1826,artificial courtesy,8.353031155650115e-9,0.008353031155650115,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1827,artificial courtesy,5.6955729021979096e-9,0.00569557290219791,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1828,artificial courtesy,2.1246833181720604e-9,0.0021246833181720604,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
1829,artificial courtesy,4.400534159287872e-9,0.004400534159287872,chart06_social_supplement,SOCIAL,performed civility / etiquette artificiality,Google Books Ngram Viewer,en,0,false
